Province,Date,Confirmed cases,New,Deaths,Recovered
Setif,30 July 2020,2526,,,
Setif,31 July 2020,2537,,,
Setif,01 August 2020,2545,,,
Setif,02 August 2020,2558,,,
Setif,03 August 2020,2575,,,
Setif,04 August 2020,2590,,,
Setif,05 August 2020,2608,,,
Setif,06 August 2020,2627,,,
Setif,07 August 2020,2642,,,
Setif,08 August 2020,2659,,,
Setif,09 August 2020,2673,,,
Setif,10 August 2020,2689,,,
Setif,11 August 2020,2704,,,
Setif,12 August 2020,2712,,,
Setif,13 August 2020,2721,,,
Setif,14 August 2020,2735,,,
Setif,15 August 2020,2746,,,
Setif,16 August 2020,2758,,,
Setif,17 August 2020,2769,,,
Setif,18 August 2020,2780,,,
Setif,19 August 2020,2788,,,
Setif,20 August 2020,2844,,,
Setif,21 August 2020,2857,,,
Setif,22 August 2020,2857,,,
Setif,23 August 2020,2859,,,
Setif,24 August 2020,2875,,,
Setif,25 August 2020,2890,,,
Setif,26 August 2020,2903,,,
Setif,27 August 2020,2927,,,
Setif,28 August 2020,2936,,,
Setif,29 August 2020,2936,,,
Setif,30 August 2020,2938,,,
Setif,31 August 2020,2970,,,
Setif,01 September 2020,2980,,,
Setif,02 September 2020,2997,,,
Setif,03 September 2020,3005,,,
Setif,04 September 2020,3019,,,
Setif,05 September 2020,3021,,,
Setif,06 September 2020,3039,,,
Setif,07 September 2020,3040,,,
Setif,08 September 2020,3049,,,
Setif,09 September 2020,3068,,,
Setif,10 September 2020,3077,,,
Setif,11 September 2020,3090,,,
Setif,12 September 2020,3098,,,
Setif,13 September 2020,3104,,,
Setif,14 September 2020,3113,,,
Setif,15 September 2020,3136,,,
Setif,16 September 2020,3148,,,
Setif,17 September 2020,3158,,,
Setif,18 September 2020,3164,,,
Setif,19 September 2020,3179,,,
Setif,20 September 2020,3184,,,
Setif,21 September 2020,3184,,,
Setif,22 September 2020,3187,,,
Setif,23 September 2020,3207,,,
Setif,24 September 2020,3207,,,
Setif,25 September 2020,3213,,,
Setif,26 September 2020,3222,,,
Setif,27 September 2020,3227,,,
Setif,28 September 2020,3227,,,
Setif,29 September 2020,3227,,,
Setif,30 September 2020,3237,,,
Setif,01 October 2020,3243,,,
Setif,02 October 2020,3253,,,
Setif,03 October 2020,3258,,,
Setif,04 October 2020,3260,,,
Setif,05 October 2020,3263,,,
Setif,06 October 2020,3263,,,
Setif,07 October 2020,3269,,,
Setif,08 October 2020,3269,,,
Setif,09 October 2020,3274,,,
Setif,10 October 2020,3282,,,
Setif,11 October 2020,3282,,,
Setif,12 October 2020,3289,,,
Setif,13 October 2020,3295,,,
Setif,14 October 2020,3300,,,
Setif,15 October 2020,3302,,,
Setif,16 October 2020,3308,,,
Setif,17 October 2020,3340,,,
Setif,18 October 2020,3340,,,
Setif,19 October 2020,3356,,,
Setif,20 October 2020,3363,,,
Setif,21 October 2020,3375,,,
Setif,22 October 2020,3386,,,
Setif,23 October 2020,3408,,,
Setif,24 October 2020,3428,,,
Setif,25 October 2020,3428,,,
Setif,26 October 2020,3440,,,
Setif,27 October 2020,3471,,,
Setif,28 October 2020,3485,,,
Setif,29 October 2020,3506,,,
Setif,30 October 2020,3517,,,
Setif,31 October 2020,3520,,,
Setif,01 November 2020,3537,,,
Setif,02 November 2020,3437,,,
Setif,03 November 2020,3570,,,
Setif,04 November 2020,3598,,,
Setif,05 November 2020,3671,,,
Setif,06 November 2020,3699,,,
Setif,07 November 2020,3699,,,
Setif,08 November 2020,3713,,,
Setif,09 November 2020,3764,,,
Setif,10 November 2020,3813,,,
Setif,11 November 2020,3864,,,
Setif,12 November 2020,3922,,,
Setif,13 November 2020,3993,,,
Setif,15 November 2020,4026,,,
Setif,16 November 2020,4096,,,
Setif,17 November 2020,4123,,,
Setif,18 November 2020,4177,,,
Setif,19 November 2020,4208,,,
Setif,20 November 2020,4241,,,
Setif,21 November 2020,4268,,,
Setif,22 November 2020,4287,,,
Setif,23 November 2020,4321,,,
Setif,24 November 2020,4348,,,
Setif,25 November 2020,4372,,,
Setif,26 November 2020,4410,,,
Setif,27 November 2020,4481,,,
Setif,28 November 2020,4514,,,
Setif,29 November 2020,4524,,,
Setif,30 November 2020,4554,,,
Setif,01 December 2020,4576,,,
Setif,02 December 2020,4588,,,
Setif,03 December 2020,4618,,,
Setif,04 December 2020,4647,,,
Setif,05 December 2020,4683,,,
Setif,06 December 2020,4881,,,
Setif,07 December 2020,4729,,,
Setif,08 December 2020,4734,,,
Setif,09 December 2020,4785,,,
Setif,10 December 2020,4806,,,
Setif,11 December 2020,4827,,,
Setif,12 December 2020,4835,,,
Setif,13 December 2020,4837,,,
Setif,14 December 2020,4853,,,
Setif,15 December 2020,4875,,,
Setif,16 December 2020,4884,,,
Setif,17 December 2020,4906,,,
Setif,18 December 2020,4915,,,
Setif,19 December 2020,4915,,,
Setif,20 December 2020,4915,,,
Setif,21 December 2020,4932,,,
Setif,22 December 2020,4934,,,
Setif,23 December 2020,4954,,,
Setif,24 December 2020,4960,,,
Setif,25 December 2020,4977,,,
Setif,26 December 2020,4978,,,
Setif,27 December 2020,4978,,,
Setif,28 December 2020,4996,,,
Setif,29 December 2020,5016,,,
Setif,30 December 2020,5038,,,
Setif,31 December 2020,5044,,,
Setif,01 January 2021,5048,,,
Setif,01 January 2021,5048,,,
Setif,02 January 2021,5048,,,
Setif,03 January 2021,5048,,,
Setif,04 January 2021,5057,,,
Setif,05 January 2021,5065,,,
Setif,06 January 2021,5069,,,
Setif,07 January 2021,5084,,,
Setif,08 January 2021,5094,,,
Setif,09 January 2021,5100,,,
Setif,10 January 2021,5100,,,
Setif,11 January 2021,5101,,,
Setif,12 January 2021,5110,,,
Setif,13 January 2021,5110,,,
Setif,14 January 2021,5114,,,
Setif,15 January 2021,5120,,,
Setif,16 January 2021,5129,,,
Setif,17 January 2021,5129,,,
Setif,18 January 2021,5138,,,
Setif,19 January 2021,5140,,,
Setif,20 January 2021,5151,,,
Setif,21 January 2021,5151,,,
Setif,22 January 2021,5154,,,
Setif,23 January 2021,5154,,,
Setif,24 January 2021,5154,,,
Setif,25 January 2021,5160,,,
Setif,26 January 2021,5161,,,
Setif,27 January 2021,5163,,,
Setif,28 January 2021,5167,,,
Setif,29 January 2021,5172,,,
Setif,30 January 2021,5176,,,
Setif,31 January 2021,5176,,,
Setif,01 February 2021,5179,,,
Setif,02 February 2021,5187,,,
Setif,03 February 2021,5187,,,
Setif,04 February 2021,5206,,,
Setif,05 February 2021,5208,,,
Setif,06 February 2021,5208,,,
Setif,07 February 2021,5208,,,
Setif,08 February 2021,5218,,,
Setif,09 February 2021,5233,,,
Setif,10 February 2021,5240,,,
Setif,11 February 2021,5240,,,
Setif,12 February 2021,5241,,,
Setif,13 February 2021,5241,,,
Setif,14 February 2021,5242,,,
Setif,15 February 2021,5248,,,
Setif,16 February 2021,5256,,,
Setif,17 February 2021,5265,,,
Setif,18 February 2021,5266,,,
Setif,19 February 2021,5271,,,
Setif,20 February 2021,5290,,,
Setif,21 February 2021,5295,,,
Setif,22 February 2021,5298,,,
Setif,23 February 2021,5312,,,
Setif,24 February 2021,5323,,,
Setif,25 February 2021,5331,,,
Setif,26 February 2021,5338,,,
Setif,27 February 2021,5341,,,
Setif,28 February 2021,5341,,,
Setif,01 March 2021,5346,,,
Setif,02 March 2021,5350,,,
Setif,03 March 2021,5358,,,
Setif,04 March 2021,5360,,,
Setif,05 March 2021,5370,,,
Setif,06 March 2021,5370,,,
Setif,07 March 2021,5372,,,
Setif,08 March 2021,5373,,,
Setif,09 March 2021,5383,,,
Setif,10 March 2021,5384,,,
Setif,11 March 2021,5390,,,
Setif,12 March 2021,5400,,,
Setif,13 March 2021,5400,,,
Setif,14 March 2021,5400,,,
Setif,15 March 2021,5408,,,
Setif,16 March 2021,5409,,,
Setif,17 March 2021,5415,,,
Setif,18 March 2021,5415,,,
Setif,19 March 2021,5425,,,
Setif,20 March 2021,5425,,,
Setif,21 March 2021,5425,,,
Setif,22 March 2021,5430,,,
Setif,23 March 2021,5434,,,
Setif,24 March 2021,5443,,,
Setif,25 March 2021,5443,,,
Setif,26 March 2021,5444,,,
Setif,27 March 2021,5444,,,
Setif,28 March 2021,5447,,,
Setif,29 March 2021,5459,,,
Setif,30 March 2021,5462,,,
Setif,31 March 2021,5467,,,
Setif,01 April 2021,5472,,,
Setif,02 April 2021,5475,,,
Setif,03 April 2021,5478,,,
Setif,04 April 2021,5480,,,
Setif,05 April 2021,5480,,,
Setif,06 April 2021,5485,,,
Setif,07 April 2021,5492,,,
Setif,08 April 2021,5494,,,
Setif,09 April 2021,5503,,,
Setif,10 April 2021,5503,,,
Setif,11 April 2021,5505,,,
Setif,12 April 2021,5508,,,
Setif,13 April 2021,5524,,,
Setif,14 April 2021,5527,,,
Setif,15 April 2021,5530,,,
Setif,16 April 2021,5539,,,
Setif,17 April 2021,5542,,,
Setif,18 April 2021,5546,,,
Setif,19 April 2021,5548,,,
Setif,20 April 2021,5552,,,
Setif,21 April 2021,5564,,,
Setif,22 April 2021,5582,,,
Setif,23 April 2021,5601,,,
Setif,24 April 2021,5604,,,
Setif,25 April 2021,5607,,,
Setif,26 April 2021,5611,,,
Setif,27 April 2021,5631,,,
Setif,28 April 2021,5643,,,
Setif,29 April 2021,5658,,,
Setif,30 April 2021,5671,,,
Setif,01 May 2021,5683,,,
Setif,02 May 2021,5684,,,
Setif,03 May 2021,5686,,,
Setif,04 May 2021,5720,,,
Setif,05 May 2021,5724,,,
Setif,06 May 2021,5738,,,
Setif,07 May 2021,5746,,,
Setif,08 May 2021,5746,,,
Setif,09 May 2021,5749,,,
Setif,10 May 2021,5760,,,
Setif,11 May 2021,5763,,,
Tipaza,31 March 2020,18,,,
Tipaza,01 April 2020,21,,,
Tipaza,02 April 2020,27,,,
Tipaza,03 April 2020,32,,,
Tipaza,04 April 2020,34,,,
Tipaza,05 April 2020,36,,,
Tipaza,06 April 2020,36,,,
Tipaza,08 April 2020,43,,,
Tipaza,09 April 2020,52,,,
Tipaza,10 April 2020,55,,,
Tipaza,11 April 2020,57,,,
Tipaza,12 April 2020,60,,,
Tipaza,13 April 2020,63,,,
Tipaza,14 April 2020,69,,,
Tipaza,15 April 2020,70,,,
Tipaza,16 April 2020,73,,,
Tipaza,17 April 2020,76,,,
Tipaza,18 April 2020,83,,,
Tipaza,19 April 2020,90,,,
Tipaza,20 April 2020,97,,,
Tipaza,21 April 2020,98,,,
Tipaza,22 April 2020,100,,,
Tipaza,23 April 2020,109,,,
Tipaza,24 April 2020,110,,,
Tipaza,25 April 2020,119,,,
Tipaza,26 April 2020,122,,,
Tipaza,27 April 2020,126,,,
Tipaza,28 April 2020,129,,,
Tipaza,29 April 2020,138,,,
Tipaza,30 April 2020,140,,,
Tipaza,01 May 2020,143,,,
Tipaza,02 May 2020,161,,,
Tipaza,03 May 2020,169,,,
Tipaza,04 May 2020,175,,,
Tipaza,05 May 2020,175,,,
Tipaza,06 May 2020,188,,,
Tipaza,07 May 2020,193,,,
Tipaza,08 May 2020,194,,,
Tipaza,09 May 2020,204,,,
Tipaza,10 May 2020,212,,,
Tipaza,11 May 2020,224,,,
Tipaza,12 May 2020,231,,,
Tipaza,13 May 2020,245,,,
Tipaza,14 May 2020,247,,,
Tipaza,15 May 2020,249,,,
Tipaza,16 May 2020,256,,,
Tipaza,17 May 2020,272,,,
Tipaza,18 May 2020,275,,,
Tipaza,19 May 2020,280,,,
Tipaza,20 May 2020,280,,,
Tipaza,21 May 2020,292,,,
Tipaza,22 May 2020,292,,,
Tipaza,23 May 2020,309,,,
Tipaza,24 May 2020,309,,,
Tipaza,25 May 2020,322,,,
Tipaza,26 May 2020,322,,,
Tipaza,27 May 2020,325,,,
Tipaza,28 May 2020,329,,,
Tipaza,29 May 2020,329,,,
Tipaza,30 May 2020,329,,,
Tipaza,31 May 2020,335,,,
Tipaza,01 June 2020,337,,,
Tipaza,02 June 2020,340,,,
Tipaza,03 June 2020,343,,,
Tipaza,04 June 2020,346,,,
Tipaza,05 June 2020,348,,,
Tipaza,06 June 2020,350,,,
Tipaza,07 June 2020,352,,,
Tipaza,08 June 2020,356,,,
Tipaza,09 June 2020,359,,,
Tipaza,10 June 2020,361,,,
Tipaza,11 June 2020,364,,,
Tipaza,12 June 2020,367,,,
Tipaza,13 June 2020,369,,,
Tipaza,14 June 2020,371,,,
Tipaza,15 June 2020,371,,,
Tipaza,16 June 2020,374,,,
Tipaza,17 June 2020,377,,,
Tipaza,18 June 2020,377,,,
Tipaza,19 June 2020,377,,,
Tipaza,20 June 2020,377,,,
Tipaza,21 June 2020,378,,,
Tipaza,22 June 2020,380,,,
Tipaza,23 June 2020,380,,,
Tipaza,24 June 2020,385,,,
Tipaza,25 June 2020,389,,,
Tipaza,26 June 2020,394,,,
Tipaza,27 June 2020,397,,,
Tipaza,28 June 2020,401,,,
Tipaza,29 June 2020,408,,,
Tipaza,30 June 2020,420,,,
Tipaza,01 July 2020,447,,,
Tipaza,02 July 2020,461,,,
Tipaza,03 July 2020,461,,,
Tipaza,04 July 2020,510,,,
Tipaza,05 July 2020,535,,,
Tipaza,06 July 2020,547,,,
Tipaza,07 July 2020,561,,,
Tipaza,08 July 2020,580,,,
Tipaza,09 July 2020,588,,,
Tipaza,10 July 2020,588,,,
Tipaza,11 July 2020,595,,,
Tipaza,12 July 2020,606,,,
Tipaza,13 July 2020,630,,,
Tipaza,14 July 2020,644,,,
Tipaza,15 July 2020,649,,,
Tipaza,16 July 2020,663,,,
Tipaza,17 July 2020,676,,,
Tipaza,18 July 2020,693,,,
Tipaza,19 July 2020,704,,,
Tipaza,20 July 2020,716,,,
Tipaza,21 July 2020,723,,,
Tipaza,22 July 2020,745,,,
Tipaza,23 July 2020,760,,,
Tipaza,24 July 2020,769,,,
Tipaza,25 July 2020,798,,,
Tipaza,26 July 2020,814,,,
Tipaza,27 July 2020,826,,,
Tipaza,28 July 2020,836,,,
Tipaza,29 July 2020,849,,,
Tipaza,30 July 2020,879,,,
Tipaza,31 July 2020,890,,,
Tipaza,01 August 2020,908,,,
Tipaza,02 August 2020,917,,,
Tipaza,03 August 2020,931,,,
Tipaza,04 August 2020,949,,,
Tipaza,05 August 2020,969,,,
Tipaza,06 August 2020,975,,,
Tipaza,07 August 2020,985,,,
Tipaza,08 August 2020,993,,,
Tipaza,09 August 2020,1004,,,
Tipaza,10 August 2020,1015,,,
Tipaza,11 August 2020,1030,,,
Tipaza,12 August 2020,1040,,,
Tipaza,13 August 2020,1054,,,
Tipaza,14 August 2020,1071,,,
Tipaza,15 August 2020,1089,,,
Tipaza,16 August 2020,1099,,,
Tipaza,17 August 2020,1110,,,
Tipaza,18 August 2020,1120,,,
Tipaza,19 August 2020,1121,,,
Tipaza,20 August 2020,1125,,,
Tipaza,21 August 2020,1130,,,
Tipaza,22 August 2020,1141,,,
Tipaza,23 August 2020,1161,,,
Tipaza,24 August 2020,1171,,,
Tipaza,25 August 2020,1187,,,
Tipaza,26 August 2020,1196,,,
Tipaza,27 August 2020,1204,,,
Tipaza,28 August 2020,1209,,,
Tipaza,29 August 2020,1216,,,
Tipaza,30 August 2020,1232,,,
Tipaza,31 August 2020,1241,,,
Tipaza,01 September 2020,1253,,,
Tipaza,02 September 2020,1261,,,
Tipaza,03 September 2020,1271,,,
Tipaza,04 September 2020,1276,,,
Tipaza,05 September 2020,1284,,,
Tipaza,06 September 2020,1291,,,
Tipaza,07 September 2020,1295,,,
Tipaza,08 September 2020,1301,,,
Tipaza,09 September 2020,1303,,,
Tipaza,10 September 2020,1306,,,
Tipaza,11 September 2020,1307,,,
Tipaza,12 September 2020,1312,,,
Tipaza,13 September 2020,1319,,,
Tipaza,14 September 2020,1327,,,
Tipaza,15 September 2020,1335,,,
Tipaza,16 September 2020,1339,,,
Tipaza,17 September 2020,1344,,,
Tipaza,18 September 2020,1346,,,
Tipaza,19 September 2020,1360,,,
Tipaza,20 September 2020,1364,,,
Tipaza,21 September 2020,1368,,,
Tipaza,22 September 2020,1376,,,
Tipaza,23 September 2020,1380,,,
Tipaza,24 September 2020,1380,,,
Tipaza,25 September 2020,1387,,,
Tipaza,26 September 2020,1393,,,
Tipaza,27 September 2020,1403,,,
Tipaza,28 September 2020,1406,,,
Tipaza,29 September 2020,1409,,,
Tipaza,30 September 2020,1413,,,
Tipaza,01 October 2020,1418,,,
Tipaza,02 October 2020,1423,,,
Tipaza,03 October 2020,1427,,,
Tipaza,04 October 2020,1434,,,
Tipaza,05 October 2020,1437,,,
Tipaza,06 October 2020,1441,,,
Tipaza,07 October 2020,1444,,,
Tipaza,08 October 2020,1448,,,
Tipaza,09 October 2020,1450,,,
Tipaza,10 October 2020,1457,,,
Tipaza,11 October 2020,1459,,,
Tipaza,12 October 2020,1462,,,
Tipaza,13 October 2020,1467,,,
Tipaza,14 October 2020,1469,,,
Tipaza,15 October 2020,1473,,,
Tipaza,16 October 2020,1477,,,
Tipaza,17 October 2020,1488,,,
Tipaza,18 October 2020,1492,,,
Tipaza,19 October 2020,1495,,,
Tipaza,20 October 2020,1499,,,
Tipaza,21 October 2020,1502,,,
Tipaza,22 October 2020,1505,,,
Tipaza,23 October 2020,1505,,,
Tipaza,24 October 2020,1505,,,
Tipaza,25 October 2020,1514,,,
Tipaza,26 October 2020,1520,,,
Tipaza,27 October 2020,1525,,,
Tipaza,28 October 2020,1533,,,
Tipaza,29 October 2020,1543,,,
Tipaza,30 October 2020,1556,,,
Tipaza,31 October 2020,1582,,,
Tipaza,01 November 2020,1602,,,
Tipaza,02 November 2020,1610,,,
Tipaza,03 November 2020,1615,,,
Tipaza,04 November 2020,1615,,,
Tipaza,05 November 2020,1615,,,
Tipaza,06 November 2020,1655,,,
Tipaza,07 November 2020,1661,,,
Tipaza,08 November 2020,1679,,,
Tipaza,09 November 2020,1689,,,
Tipaza,10 November 2020,1689,,,
Tipaza,11 November 2020,1707,,,
Tipaza,12 November 2020,1719,,,
Tipaza,13 November 2020,1727,,,
Tipaza,14 November 2020,1739,,,
Tipaza,15 November 2020,1750,,,
Tipaza,16 November 2020,1752,,,
Tipaza,17 November 2020,1763,,,
Tipaza,18 November 2020,1778,,,
Tipaza,19 November 2020,1785,,,
Tipaza,20 November 2020,1797,,,
Tipaza,21 November 2020,1830,,,
Tipaza,22 November 2020,1849,,,
Tipaza,23 November 2020,1855,,,
Tipaza,24 November 2020,1862,,,
Tipaza,25 November 2020,1873,,,
Tipaza,26 November 2020,1879,,,
Tipaza,27 November 2020,1891,,,
Tipaza,28 November 2020,1913,,,
Tipaza,29 November 2020,1939,,,
Tipaza,30 November 2020,1939,,,
Tipaza,01 December 2020,1946,,,
Tipaza,02 December 2020,1958,,,
Tipaza,03 December 2020,1958,,,
Tipaza,04 December 2020,1971,,,
Tipaza,05 December 2020,1998,,,
Tipaza,06 December 2020,2032,,,
Tipaza,07 December 2020,2046,,,
Tipaza,08 December 2020,2056,,,
Tipaza,09 December 2020,2063,,,
Tipaza,10 December 2020,2066,,,
Tipaza,11 December 2020,2071,,,
Tipaza,12 December 2020,2081,,,
Tipaza,13 December 2020,2089,,,
Tipaza,14 December 2020,2089,,,
Tipaza,15 December 2020,2097,,,
Tipaza,16 December 2020,2105,,,
Tipaza,17 December 2020,2113,,,
Tipaza,18 December 2020,2113,,,
Tipaza,19 December 2020,2113,,,
Tipaza,20 December 2020,2113,,,
Tipaza,21 December 2020,2117,,,
Tipaza,22 December 2020,2118,,,
Tipaza,23 December 2020,2121,,,
Tipaza,24 December 2020,2128,,,
Tipaza,25 December 2020,2140,,,
Tipaza,26 December 2020,2141,,,
Tipaza,27 December 2020,2141,,,
Tipaza,28 December 2020,2147,,,
Tipaza,29 December 2020,2148,,,
Tipaza,30 December 2020,2151,,,
Tipaza,31 December 2020,2153,,,
Tipaza,01 January 2021,2155,,,
Tipaza,02 January 2021,2160,,,
Tipaza,03 January 2021,2163,,,
Tipaza,04 January 2021,2166,,,
Tipaza,05 January 2021,2166,,,
Tipaza,06 January 2021,2176,,,
Tipaza,07 January 2021,2179,,,
Tipaza,08 January 2021,2179,,,
Tipaza,09 January 2021,2180,,,
Tipaza,10 January 2021,2185,,,
Tipaza,11 January 2021,2188,,,
Tipaza,12 January 2021,2189,,,
Tipaza,13 January 2021,2190,,,
Tipaza,14 January 2021,2191,,,
Tipaza,15 January 2021,2196,,,
Tipaza,16 January 2021,2197,,,
Tipaza,17 January 2021,2198,,,
Tipaza,18 January 2021,2201,,,
Tipaza,19 January 2021,2204,,,
Tipaza,20 January 2021,2204,,,
Tipaza,21 January 2021,2204,,,
Tipaza,22 January 2021,2204,,,
Tipaza,23 January 2021,2204,,,
Tipaza,24 January 2021,2211,,,
Tipaza,25 January 2021,2211,,,
Tipaza,26 January 2021,2218,,,
Tipaza,27 January 2021,2223,,,
Tipaza,28 January 2021,2234,,,
Tipaza,29 January 2021,2240,,,
Tipaza,30 January 2021,2247,,,
Tipaza,31 January 2021,2247,,,
Tipaza,01 February 2021,2251,,,
Tipaza,02 February 2021,2255,,,
Tipaza,03 February 2021,2256,,,
Tipaza,04 February 2021,2261,,,
Tipaza,05 February 2021,2265,,,
Tipaza,06 February 2021,2270,,,
Tipaza,07 February 2021,2277,,,
Tipaza,08 February 2021,2277,,,
Tipaza,09 February 2021,2278,,,
Tipaza,10 February 2021,2282,,,
Tipaza,11 February 2021,2285,,,
Tipaza,12 February 2021,2288,,,
Tipaza,13 February 2021,2288,,,
Tipaza,14 February 2021,2292,,,
Tipaza,15 February 2021,2292,,,
Tipaza,16 February 2021,2294,,,
Tipaza,17 February 2021,2295,,,
Tipaza,18 February 2021,2295,,,
Tipaza,19 February 2021,2295,,,
Tipaza,20 February 2021,2298,,,
Tipaza,21 February 2021,2298,,,
Tipaza,22 February 2021,2298,,,
Tipaza,23 February 2021,2298,,,
Tipaza,24 February 2021,2303,,,
Tipaza,25 February 2021,2304,,,
Tipaza,26 February 2021,2307,,,
Tipaza,27 February 2021,2308,,,
Tipaza,02 March 2021,2313,,,
Tipaza,03 March 2021,2313,,,
Tipaza,04 March 2021,2314,,,
Tipaza,05 March 2021,2319,,,
Tipaza,06 March 2021,2319,,,
Tipaza,07 March 2021,2319,,,
Tipaza,08 March 2021,2319,,,
Tipaza,09 March 2021,2323,,,
Tipaza,10 March 2021,2324,,,
Tipaza,11 March 2021,2325,,,
Tipaza,12 March 2021,2325,,,
Tipaza,13 March 2021,2326,,,
Tipaza,14 March 2021,2326,,,
Tipaza,15 March 2021,2327,,,
Tipaza,16 March 2021,2327,,,
Tipaza,17 March 2021,2328,,,
Tipaza,18 March 2021,2333,,,
Tipaza,19 March 2021,2333,,,
Tipaza,20 March 2021,2334,,,
Tipaza,21 March 2021,2334,,,
Tipaza,22 March 2021,2334,,,
Tipaza,23 March 2021,2334,,,
Tipaza,24 March 2021,2334,,,
Tipaza,25 March 2021,2334,,,
Tipaza,26 March 2021,2335,,,
Tipaza,27 March 2021,2336,,,
Tipaza,28 March 2021,2336,,,
Tipaza,29 March 2021,2336,,,
Tipaza,30 March 2021,2336,,,
Tipaza,31 March 2021,2337,,,
Tipaza,01 April 2021,2338,,,
Tipaza,02 April 2021,2338,,,
Tipaza,03 April 2021,2338,,,
Tipaza,04 April 2021,2338,,,
Tipaza,05 April 2021,2338,,,
Tipaza,06 April 2021,2340,,,
Tipaza,07 April 2021,2340,,,
Tipaza,08 April 2021,2342,,,
Tipaza,09 April 2021,2342,,,
Tipaza,10 April 2021,2342,,,
Tipaza,11 April 2021,2346,,,
Tipaza,12 April 2021,2346,,,
Tipaza,13 April 2021,2347,,,
Tipaza,14 April 2021,2347,,,
Tipaza,15 April 2021,2348,,,
Tipaza,16 April 2021,2348,,,
Tipaza,17 April 2021,2349,,,
Tipaza,18 April 2021,2350,,,
Tipaza,19 April 2021,2350,,,
Tipaza,20 April 2021,2354,,,
Tipaza,21 April 2021,2357,,,
Tipaza,22 April 2021,2358,,,
Tipaza,23 April 2021,2360,,,
Tipaza,24 April 2021,2363,,,
Tipaza,25 April 2021,2369,,,
Tipaza,26 April 2021,2369,,,
Tipaza,27 April 2021,2373,,,
Tipaza,28 April 2021,2377,,,
Tipaza,29 April 2021,2377,,,
Tipaza,30 April 2021,2380,,,
Tipaza,01 May 2021,2380,,,
Tipaza,02 May 2021,2382,,,
Tipaza,03 May 2021,2382,,,
Tipaza,04 May 2021,2385,,,
Tipaza,05 May 2021,2387,,,
Tipaza,06 May 2021,2387,,,
Tipaza,07 May 2021,2389,,,
Tipaza,08 May 2021,2396,,,
Tipaza,09 May 2021,2397,,,
Tipaza,10 May 2021,2398,,,
Tipaza,11 May 2021,2398,,,
Medea,31 March 2020,17,,,
Medea,01 April 2020,21,,,
Medea,02 April 2020,22,,,
Medea,03 April 2020,22,,,
Medea,04 April 2020,25,,,
Medea,05 April 2020,26,,,
Medea,06 April 2020,26,,,
Medea,08 April 2020,26,,,
Medea,09 April 2020,26,,,
Medea,10 April 2020,26,,,
Medea,11 April 2020,27,,,
Medea,12 April 2020,27,,,
Medea,13 April 2020,28,,,
Medea,14 April 2020,28,,,
Medea,15 April 2020,28,,,
Medea,16 April 2020,30,,,
Medea,17 April 2020,35,,,
Medea,18 April 2020,37,,,
Medea,19 April 2020,41,,,
Medea,20 April 2020,41,,,
Medea,21 April 2020,42,,,
Medea,22 April 2020,42,,,
Medea,23 April 2020,42,,,
Medea,24 April 2020,44,,,
Medea,25 April 2020,44,,,
Medea,26 April 2020,46,,,
Medea,27 April 2020,51,,,
Medea,28 April 2020,55,,,
Medea,29 April 2020,59,,,
Medea,30 April 2020,63,,,
Medea,01 May 2020,72,,,
Medea,02 May 2020,79,,,
Medea,03 May 2020,88,,,
Medea,04 May 2020,106,,,
Medea,05 May 2020,117,,,
Medea,06 May 2020,121,,,
Medea,07 May 2020,124,,,
Medea,08 May 2020,125,,,
Medea,09 May 2020,139,,,
Medea,10 May 2020,142,,,
Medea,11 May 2020,147,,,
Medea,12 May 2020,148,,,
Medea,13 May 2020,150,,,
Medea,14 May 2020,158,,,
Medea,15 May 2020,167,,,
Medea,16 May 2020,172,,,
Medea,17 May 2020,172,,,
Medea,18 May 2020,175,,,
Medea,19 May 2020,177,,,
Medea,20 May 2020,178,,,
Medea,21 May 2020,180,,,
Medea,22 May 2020,180,,,
Medea,23 May 2020,182,,,
Medea,24 May 2020,188,,,
Medea,25 May 2020,192,,,
Medea,26 May 2020,195,,,
Medea,27 May 2020,209,,,
Medea,28 May 2020,209,,,
Medea,29 May 2020,210,,,
Medea,30 May 2020,211,,,
Medea,31 May 2020,216,,,
Medea,01 June 2020,219,,,
Medea,02 June 2020,223,,,
Medea,03 June 2020,224,,,
Medea,04 June 2020,227,,,
Medea,05 June 2020,229,,,
Medea,06 June 2020,233,,,
Medea,07 June 2020,234,,,
Medea,08 June 2020,238,,,
Medea,09 June 2020,242,,,
Medea,10 June 2020,245,,,
Medea,11 June 2020,247,,,
Medea,12 June 2020,247,,,
Medea,13 June 2020,249,,,
Medea,14 June 2020,252,,,
Medea,15 June 2020,253,,,
Medea,16 June 2020,256,,,
Medea,17 June 2020,259,,,
Medea,18 June 2020,259,,,
Medea,19 June 2020,259,,,
Medea,20 June 2020,260,,,
Medea,21 June 2020,260,,,
Medea,22 June 2020,263,,,
Medea,23 June 2020,264,,,
Medea,24 June 2020,265,,,
Medea,25 June 2020,275,,,
Medea,26 June 2020,281,,,
Medea,27 June 2020,284,,,
Medea,28 June 2020,286,,,
Medea,29 June 2020,293,,,
Medea,30 June 2020,302,,,
Medea,01 July 2020,307,,,
Medea,02 July 2020,311,,,
Medea,03 July 2020,315,,,
Medea,04 July 2020,327,,,
Medea,05 July 2020,329,,,
Medea,06 July 2020,334,,,
